Education,Income,Kidhome,Teenhome,Recency,Wines,Fruits,Meat,Fish,Sweets,Gold,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Response,Customer_For,Age,TotalSpent,Living_With,Children,Parenthood,Kmeans,ClustName
1,76081.0,0,0,85,292,30,415,63,33,200,1,4,5,4,2,0,0,0,1,0,0,0,17020800000000000,61,1033,1,0,0,2,HighBuyer
1,34728.0,1,0,2,14,0,16,0,0,6,1,1,1,2,6,0,0,0,0,0,0,1,42681600000000000,37,36,1,1,1,1,LowBuyer
2,33168.0,0,1,0,80,1,37,0,1,3,3,2,1,4,7,0,0,0,0,0,0,0,67737600000000000,58,122,0,1,1,1,LowBuyer
2,33585.0,0,1,91,30,11,33,13,6,29,1,2,0,4,4,0,0,0,0,0,0,0,37756800000000000,57,122,1,1,1,1,LowBuyer
1,35196.0,1,0,68,75,12,141,43,39,187,6,6,1,5,8,0,0,0,0,0,0,1,65059200000000000,39,497,1,1,1,0,MidBuyer
1,44529.0,0,1,98,538,13,91,17,6,26,6,6,2,11,5,0,1,0,0,0,0,0,49939200000000000,57,691,1,1,1,0,MidBuyer
2,28764.0,1,1,16,8,0,3,0,0,1,1,1,0,2,8,1,0,0,0,0,0,0,18489600000000000,57,12,1,2,1,1,LowBuyer
2,69098.0,0,0,82,1315,22,780,145,0,178,1,7,8,9,5,0,0,0,0,0,0,0,56851200000000000,74,2440,1,0,0,2,HighBuyer
0,25959.0,1,1,1,4,2,12,7,5,26,2,1,2,2,6,0,0,0,0,0,0,1,57024000000000000,53,56,0,2,1,1,LowBuyer
2,27100.0,1,0,64,12,0,13,2,0,10,1,1,0,3,7,0,0,0,0,0,0,0,50198400000000000,40,37,1,1,1,1,LowBuyer
1,70596.0,0,0,68,347,44,534,17,0,26,1,3,5,12,2,0,0,0,0,0,0,0,81216000000000000,38,968,0,0,0,2,HighBuyer
1,42557.0,0,1,98,192,5,53,0,5,15,4,6,1,4,8,0,0,0,0,0,0,0,71625600000000000,49,270,1,1,1,1,LowBuyer
2,53312.0,0,0,32,241,0,12,0,0,25,1,5,1,5,7,0,0,0,0,0,0,0,39225600000000000,72,278,1,0,0,1,LowBuyer
1,72228.0,0,0,87,631,28,491,30,14,56,1,6,7,8,3,0,0,0,0,0,0,0,63849600000000000,71,1250,0,0,0,2,HighBuyer
1,67605.0,0,0,84,336,28,282,184,54,54,1,2,8,6,1,0,0,0,0,0,0,0,53136000000000000,36,938,1,0,0,2,HighBuyer
2,62845.0,1,1,3,1099,0,45,0,0,34,11,3,4,10,8,0,1,0,0,0,0,0,91670400000000000,74,1178,1,2,1,0,MidBuyer
1,65196.0,0,2,34,743,19,181,12,0,200,2,7,6,11,5,1,0,0,0,0,0,0,43113600000000000,65,1155,1,2,1,0,MidBuyer
2,42000.0,0,0,23,124,83,267,85,59,35,2,5,2,11,5,0,0,0,0,0,0,1,37238400000000000,36,653,0,0,0,2,HighBuyer
2,35860.0,1,1,37,15,0,8,4,2,20,2,1,1,2,5,1,0,0,0,0,0,0,17366400000000000,50,49,0,2,1,1,LowBuyer
2,65526.0,0,1,22,397,19,69,12,0,9,1,4,4,8,2,0,0,0,0,0,0,0,2764800000000000,59,506,1,1,1,0,MidBuyer
1,16860.0,1,1,19,10,4,4,3,3,14,3,1,1,3,7,0,0,0,0,0,0,0,62812800000000000,62,38,1,2,1,1,LowBuyer
1,83528.0,0,0,7,530,117,678,134,44,147,1,4,10,8,1,1,0,0,1,0,0,1,28944000000000000,31,1650,0,0,0,2,HighBuyer
0,64176.0,0,1,52,1215,33,249,64,116,149,8,8,9,8,6,0,0,0,0,0,0,0,86659200000000000,58,1826,0,1,1,0,MidBuyer
1,22304.0,0,0,91,3,2,7,0,4,2,1,1,0,2,8,0,0,0,0,0,0,0,83980800000000000,67,18,0,0,0,1,LowBuyer
1,67023.0,0,0,93,444,44,382,11,8,17,1,3,7,13,2,0,0,0,0,0,1,0,21340800000000000,45,906,1,0,0,2,HighBuyer
1,70713.0,0,1,23,736,114,279,82,76,190,6,5,6,8,3,0,0,0,0,0,0,0,86313600000000000,57,1477,1,1,1,0,MidBuyer
1,59925.0,0,1,83,473,21,176,19,21,56,3,9,2,9,6,0,0,0,0,0,0,0,63590400000000000,68,766,1,1,1,0,MidBuyer
1,39722.0,0,1,92,32,0,5,2,0,8,2,2,0,3,5,0,0,0,0,0,0,0,24624000000000000,70,47,1,1,1,1,LowBuyer
1,46610.0,0,0,4,288,10,30,4,10,125,1,6,1,6,6,0,0,0,0,0,0,0,43718400000000000,65,467,1,0,0,0,MidBuyer
1,88347.0,0,0,32,1050,178,555,77,138,118,1,4,7,9,1,0,0,0,1,0,0,0,55209600000000000,62,2116,1,0,0,2,HighBuyer
2,87171.0,0,0,27,1001,44,107,58,44,44,1,6,7,11,2,1,0,1,0,0,0,0,60480000000000000,42,1298,1,0,0,2,HighBuyer
0,26907.0,1,1,10,9,1,7,0,3,2,2,1,0,3,7,0,0,0,0,0,0,0,40867200000000000,47,22,1,2,1,1,LowBuyer
2,50014.0,1,0,9,234,14,77,19,10,42,2,4,1,8,5,0,0,0,0,0,0,0,27475200000000000,55,396,0,1,1,1,LowBuyer
2,41014.0,1,0,65,7,2,6,2,0,3,1,1,0,2,7,0,0,0,0,0,0,0,51235200000000000,45,20,1,1,1,1,LowBuyer
1,66294.0,0,0,68,251,108,334,65,92,117,1,4,3,5,2,0,0,0,0,0,0,0,22809600000000000,58,967,0,0,0,2,HighBuyer
1,36715.0,1,0,16,172,10,125,21,13,16,6,7,2,4,9,0,0,0,0,0,0,1,64713600000000000,52,357,1,1,1,1,LowBuyer
1,79456.0,0,0,12,565,42,548,64,83,99,1,5,6,4,3,0,0,0,0,0,0,1,72230400000000000,67,1401,1,0,0,2,HighBuyer
1,40479.0,1,0,95,5,0,8,2,0,0,1,0,0,3,4,0,0,0,0,0,0,0,41126400000000000,41,15,1,1,1,1,LowBuyer
2,75345.0,0,0,16,918,57,842,99,38,133,1,5,8,6,3,0,0,0,1,0,0,1,58060800000000000,53,2087,0,0,0,2,HighBuyer
1,54233.0,0,1,46,652,8,158,21,0,142,4,11,6,5,8,0,0,0,0,0,0,0,52963200000000000,46,981,1,1,1,0,MidBuyer
1,24163.0,1,1,3,4,1,7,2,1,2,2,1,0,3,4,0,0,0,0,0,0,0,31190400000000000,53,17,0,2,1,1,LowBuyer
2,84460.0,0,0,80,152,27,103,106,54,81,0,9,9,4,5,0,1,1,1,1,0,1,53049600000000000,65,523,1,0,0,2,HighBuyer
1,43776.0,1,0,77,8,0,9,2,1,3,1,1,0,2,6,0,0,0,0,0,0,0,23846400000000000,40,23,1,1,1,1,LowBuyer
2,71691.0,0,0,0,336,130,411,240,32,43,1,4,7,5,2,0,0,0,0,0,0,1,22809600000000000,65,1192,0,0,0,2,HighBuyer
2,85844.0,0,0,62,938,19,843,25,95,38,1,6,6,7,2,0,0,1,0,0,0,0,16502400000000000,50,1958,1,0,0,2,HighBuyer
2,39190.0,1,0,91,68,8,18,19,8,12,2,2,1,4,5,0,0,0,0,0,0,0,19353600000000000,49,133,0,1,1,1,LowBuyer
2,38578.0,1,1,2,38,4,22,3,3,3,3,3,0,3,8,0,0,0,0,0,0,0,45964800000000000,51,73,0,2,1,1,LowBuyer
2,57236.0,1,1,22,105,0,9,2,1,4,3,2,1,4,3,0,0,0,0,0,0,0,259200000000000,58,121,1,2,1,1,LowBuyer
1,61825.0,0,1,56,162,50,100,55,30,27,1,4,2,8,4,0,0,0,0,0,0,0,44582400000000000,44,424,0,1,1,0,MidBuyer
1,79803.0,0,1,54,574,8,216,21,16,33,1,4,3,5,1,0,0,0,0,0,0,0,26179200000000000,65,868,0,1,1,0,MidBuyer
0,80910.0,0,0,71,160,80,369,67,39,41,1,3,3,8,1,0,0,0,0,0,0,0,66182400000000000,37,756,0,0,0,2,HighBuyer
2,27590.0,1,0,38,6,0,5,0,0,1,1,1,0,2,7,0,0,0,0,0,0,0,51148800000000000,41,12,1,1,1,1,LowBuyer
1,56775.0,0,1,62,614,35,160,58,35,35,2,5,8,10,5,0,0,0,0,0,0,0,58147200000000000,44,937,1,1,1,0,MidBuyer
1,83829.0,0,0,78,897,161,430,186,161,27,0,4,7,6,1,1,0,1,1,0,0,1,41731200000000000,48,1862,0,0,0,2,HighBuyer
0,54210.0,0,1,18,70,54,109,80,9,45,2,4,1,7,5,0,0,0,0,0,0,0,48816000000000000,44,367,1,1,1,0,MidBuyer
1,38508.0,1,0,95,120,19,206,25,19,54,6,7,2,5,8,0,0,0,0,0,0,0,57542400000000000,37,443,1,1,1,1,LowBuyer
1,53187.0,1,0,66,211,2,30,7,7,10,2,4,1,6,5,0,0,0,0,0,0,0,35078400000000000,53,267,1,1,1,1,LowBuyer
1,30023.0,1,0,28,11,0,16,7,6,21,1,2,0,3,8,0,0,0,0,0,0,0,22204800000000000,51,61,1,1,1,1,LowBuyer
2,76045.0,0,0,78,760,53,400,17,93,0,1,4,5,11,2,0,0,0,1,0,0,0,33350400000000000,63,1323,0,0,0,2,HighBuyer
2,50870.0,0,1,13,53,0,8,0,0,2,1,2,0,3,5,0,0,0,0,0,0,0,14688000000000000,71,63,1,1,1,1,LowBuyer
0,65463.0,1,0,17,391,32,70,21,32,16,2,6,2,9,5,0,1,0,0,0,0,0,26784000000000000,49,562,1,1,1,0,MidBuyer
1,66480.0,1,1,71,199,9,57,20,21,6,7,4,1,7,4,0,0,0,0,0,0,0,16329600000000000,58,312,1,2,1,0,MidBuyer
1,76773.0,0,0,79,516,56,449,86,33,16,1,2,2,11,1,0,0,0,0,0,0,0,56073600000000000,69,1156,0,0,0,2,HighBuyer
0,81698.0,0,0,1,709,45,115,30,160,45,1,8,2,5,5,0,0,0,1,0,0,1,60652800000000000,40,1104,0,0,0,2,HighBuyer
2,54466.0,1,1,78,12,0,4,0,0,0,1,1,0,2,5,0,0,0,0,0,0,0,8208000000000000,50,16,0,2,1,1,LowBuyer
2,16269.0,1,0,75,19,3,18,3,1,0,3,3,0,3,8,0,0,0,0,0,0,0,40003200000000000,39,44,0,1,1,1,LowBuyer
1,71819.0,0,1,70,1224,28,140,0,14,168,3,3,3,5,6,0,1,1,0,0,0,0,40176000000000000,52,1574,1,1,1,0,MidBuyer
2,33569.0,1,0,10,16,2,18,3,0,24,1,1,1,2,8,1,0,0,0,0,0,1,35942400000000000,40,63,1,1,1,1,LowBuyer
2,36262.0,0,0,24,88,39,54,64,28,153,1,3,5,3,6,1,0,0,0,0,0,1,38188800000000000,40,426,1,0,0,2,HighBuyer
0,22634.0,0,0,47,2,23,11,8,6,46,1,2,1,2,8,0,0,0,0,0,0,0,59529600000000000,57,96,1,0,0,1,LowBuyer
0,47025.0,0,1,98,508,11,59,23,5,29,5,11,1,6,9,0,0,0,0,0,0,0,31276800000000000,45,635,1,1,1,0,MidBuyer
1,70566.0,0,1,4,381,28,215,84,28,21,2,6,5,9,3,0,0,0,0,0,0,0,47001600000000000,55,757,0,1,1,0,MidBuyer
2,31605.0,1,0,15,74,0,42,2,1,6,2,2,1,4,7,0,0,0,0,0,0,0,64281600000000000,44,125,1,1,1,1,LowBuyer
2,52034.0,1,1,67,146,0,93,7,13,73,5,4,2,5,7,0,0,0,0,0,0,0,49075200000000000,50,332,0,2,1,0,MidBuyer
1,48526.0,1,0,32,23,17,23,43,20,9,1,2,1,4,3,0,0,0,0,0,0,0,29980800000000000,44,135,0,1,1,1,LowBuyer
1,46734.0,0,1,40,110,5,137,26,23,29,2,6,1,5,7,0,0,0,0,0,0,0,64627200000000000,69,330,1,1,1,0,MidBuyer
1,39552.0,1,1,54,165,3,147,4,24,41,7,6,2,5,8,0,0,0,0,0,0,1,62035200000000000,61,384,0,2,1,0,MidBuyer
1,86358.0,1,1,78,957,47,494,82,47,95,4,5,3,6,8,0,0,0,0,0,0,0,73440000000000000,57,1722,0,2,1,0,MidBuyer
1,46931.0,2,1,94,41,0,17,3,1,16,2,1,1,3,3,0,0,0,0,0,0,0,19526400000000000,46,78,1,3,1,1,LowBuyer
0,16581.0,0,0,51,1,3,4,2,3,11,1,0,0,3,4,0,0,0,0,0,0,0,31968000000000000,38,24,0,0,0,1,LowBuyer
0,63998.0,0,0,42,176,29,818,0,33,112,1,7,6,11,4,0,0,0,0,0,0,1,30326400000000000,71,1168,0,0,0,2,HighBuyer
2,67381.0,0,1,67,815,8,53,11,0,70,4,2,2,9,7,0,1,0,0,0,0,0,59616000000000000,72,957,1,1,1,0,MidBuyer
1,25930.0,1,1,87,6,1,2,2,0,4,1,1,0,2,7,0,0,0,0,0,0,0,36460800000000000,56,15,0,2,1,1,LowBuyer
1,42693.0,1,0,29,8,4,20,6,3,16,1,1,0,3,5,0,0,0,0,0,0,0,13219200000000000,45,57,1,1,1,1,LowBuyer
1,72903.0,0,0,74,1067,138,750,0,19,39,1,7,5,8,4,0,1,1,1,0,0,1,34819200000000000,38,2013,0,0,0,2,HighBuyer
0,49669.0,1,0,97,166,5,107,11,8,29,2,5,1,6,6,0,0,0,0,0,0,0,16934400000000000,49,326,1,1,1,1,LowBuyer
2,36778.0,1,1,63,29,4,34,2,4,4,3,3,0,3,9,0,0,0,0,0,0,0,81388800000000000,55,77,1,2,1,1,LowBuyer
2,85696.0,0,0,88,714,76,395,116,0,12,1,4,6,9,1,0,0,0,0,0,0,1,55382400000000000,61,1313,0,0,0,2,HighBuyer
1,49678.0,0,1,81,229,5,56,3,2,20,2,6,2,4,7,0,0,0,0,0,0,0,58060800000000000,62,315,1,1,1,0,MidBuyer
1,37155.0,1,0,51,23,0,26,7,15,3,1,2,0,4,5,0,0,0,0,0,0,0,58233600000000000,34,74,1,1,1,1,LowBuyer
0,21282.0,1,0,76,1,5,8,4,8,20,2,2,1,2,6,0,0,0,0,0,0,0,2678400000000000,45,46,0,1,1,1,LowBuyer
2,33419.0,0,1,76,56,0,12,0,0,18,2,2,0,4,7,0,0,0,0,0,0,0,41126400000000000,61,86,0,1,1,1,LowBuyer
1,63285.0,0,0,84,508,124,249,50,38,134,1,6,5,13,3,0,0,0,0,0,0,0,49593600000000000,78,1103,0,0,0,2,HighBuyer
2,21255.0,1,0,56,29,0,25,2,2,3,4,2,1,4,4,0,0,0,0,0,0,0,27561600000000000,49,61,1,1,1,1,LowBuyer
1,42162.0,1,0,31,46,7,59,2,4,27,2,3,1,3,6,1,0,0,0,0,0,1,33004800000000000,42,145,1,1,1,1,LowBuyer
1,54450.0,1,1,0,454,0,171,8,19,32,12,9,2,8,8,0,0,0,0,0,0,0,70243200000000000,67,684,1,2,1,0,MidBuyer
2,57744.0,0,1,91,350,3,39,0,0,19,2,9,1,4,8,0,0,0,0,0,0,0,31104000000000000,69,411,1,1,1,0,MidBuyer
1,26576.0,1,0,40,10,0,8,0,0,9,1,1,0,2,9,1,0,0,0,0,0,1,67737600000000000,37,27,0,1,1,1,LowBuyer
2,57513.0,0,0,59,735,40,183,52,20,30,2,9,3,13,6,0,0,0,0,0,0,0,47260800000000000,80,1060,0,0,0,2,HighBuyer
1,68142.0,0,1,96,897,126,196,91,112,37,3,10,4,7,6,0,0,0,0,0,0,0,71625600000000000,59,1459,1,1,1,0,MidBuyer
1,7500.0,0,1,61,5,2,3,3,0,5,1,1,0,2,8,0,0,0,0,0,0,0,71625600000000000,44,18,1,1,1,1,LowBuyer
1,83145.0,0,0,14,777,35,731,39,137,114,1,5,9,11,2,0,0,1,0,0,0,1,69552000000000000,49,1833,1,0,0,2,HighBuyer
2,54197.0,0,1,16,162,6,37,6,13,13,2,1,3,6,1,0,0,0,0,0,0,0,23932800000000000,63,237,1,1,1,1,LowBuyer
2,23091.0,1,1,98,35,0,11,0,0,2,4,2,1,3,7,0,0,0,0,0,0,0,16588800000000000,60,48,0,2,1,1,LowBuyer
1,46049.0,1,1,11,342,9,112,19,14,19,10,5,2,9,7,0,0,0,0,0,0,1,43459200000000000,47,515,1,2,1,0,MidBuyer
1,56715.0,0,0,52,258,105,239,237,172,9,1,7,3,4,4,0,0,0,0,0,0,0,81043200000000000,49,1020,1,0,0,2,HighBuyer
1,79410.0,0,0,19,658,80,483,123,13,13,1,3,2,5,1,0,0,0,0,0,0,0,16502400000000000,62,1370,1,0,0,2,HighBuyer
1,57304.0,0,1,61,356,80,329,138,17,106,2,7,6,10,5,0,0,0,0,0,0,0,34387200000000000,72,1026,1,1,1,0,MidBuyer
1,44375.0,0,1,73,213,5,28,7,7,41,1,4,1,6,5,0,0,0,0,0,0,0,22291200000000000,58,301,1,1,1,1,LowBuyer
1,59594.0,0,1,74,457,4,29,0,0,9,1,8,1,7,7,0,1,0,0,0,0,0,67132800000000000,58,499,1,1,1,0,MidBuyer
1,80685.0,0,0,55,241,45,604,34,26,54,1,6,4,10,2,0,0,0,0,0,0,0,72230400000000000,29,1004,1,0,0,2,HighBuyer
2,40344.0,0,1,48,210,0,6,0,0,2,2,4,1,5,7,0,0,0,0,0,0,0,36201600000000000,49,218,1,1,1,1,LowBuyer
1,62710.0,0,1,53,441,35,83,7,29,11,4,4,2,12,4,0,0,0,0,0,0,0,48556800000000000,51,606,1,1,1,0,MidBuyer
0,48985.0,0,1,13,19,13,18,10,7,8,1,1,1,3,3,0,0,0,0,0,0,0,49939200000000000,55,75,1,1,1,1,LowBuyer
1,35322.0,1,2,34,28,9,37,12,7,13,3,2,0,4,8,0,0,0,0,0,0,0,72230400000000000,55,106,1,3,1,1,LowBuyer
1,77142.0,0,0,54,476,75,162,29,151,97,1,4,4,8,2,0,0,0,0,0,0,0,48038400000000000,75,990,1,0,0,2,HighBuyer
1,81657.0,0,0,69,364,40,425,158,60,50,1,3,4,8,1,0,0,0,0,0,0,0,27475200000000000,54,1097,0,0,0,2,HighBuyer
0,14421.0,0,0,81,0,0,2,3,3,8,1,1,0,2,5,1,0,0,0,0,0,0,25228800000000000,27,16,1,0,0,1,LowBuyer
2,74214.0,0,0,3,863,83,547,86,99,33,1,8,2,5,5,0,0,0,0,0,0,0,71884800000000000,33,1711,1,0,0,2,HighBuyer
2,66726.0,1,1,61,349,7,35,0,0,47,3,8,2,4,7,0,1,0,0,0,0,0,432000000000000,66,438,1,2,1,0,MidBuyer
0,23724.0,1,0,65,5,23,15,0,18,14,2,2,0,3,8,0,0,0,0,0,0,0,42508800000000000,44,75,1,1,1,1,LowBuyer
2,47353.0,0,1,93,184,2,19,8,8,4,3,2,2,6,5,0,0,0,0,0,0,0,33523200000000000,63,225,1,1,1,1,LowBuyer
2,33444.0,1,1,24,8,0,8,0,0,2,1,1,0,2,8,0,0,0,0,0,0,0,86400000000000000,71,18,1,2,1,1,LowBuyer
1,54386.0,0,1,8,277,21,64,62,21,25,2,3,2,10,3,0,0,0,0,0,0,0,49075200000000000,42,470,1,1,1,0,MidBuyer
1,28510.0,1,1,72,44,5,19,0,4,19,3,2,0,4,5,0,0,0,0,0,0,0,52012800000000000,42,91,0,2,1,1,LowBuyer
2,90638.0,0,0,29,1156,120,915,94,144,96,1,3,4,10,1,0,0,1,0,0,0,0,25574400000000000,32,2525,0,0,0,2,HighBuyer
1,48070.0,0,1,33,373,14,83,6,9,19,3,8,2,6,7,0,0,0,0,0,1,0,59788800000000000,73,504,1,1,1,0,MidBuyer
1,43140.0,0,1,68,134,8,76,6,0,11,1,4,1,5,6,0,0,0,0,0,0,0,50457600000000000,66,235,1,1,1,1,LowBuyer
2,54959.0,0,1,55,1148,0,60,0,0,24,3,9,5,4,7,0,1,0,0,0,0,1,59270400000000000,62,1232,0,1,1,0,MidBuyer
0,15056.0,1,1,76,6,12,3,21,6,40,5,2,2,3,5,0,0,0,0,0,0,0,55382400000000000,65,88,0,2,1,1,LowBuyer
1,26954.0,1,0,17,4,1,11,0,0,1,1,1,0,2,7,0,0,0,0,0,0,0,10627200000000000,52,17,0,1,1,1,LowBuyer
1,22327.0,1,0,94,5,4,8,2,0,5,1,1,0,3,5,0,0,0,0,0,0,0,57542400000000000,38,24,0,1,1,1,LowBuyer
1,44393.0,1,1,86,24,2,20,2,2,10,2,1,0,4,4,0,0,0,0,0,0,0,40694400000000000,58,60,1,2,1,1,LowBuyer
2,62000.0,0,1,25,899,0,101,0,0,20,1,6,6,13,4,0,0,0,1,0,0,0,40435200000000000,71,1020,0,1,1,0,MidBuyer
2,31497.0,0,1,22,108,1,28,13,1,4,2,3,1,4,8,0,0,0,0,0,0,0,78364800000000000,61,155,1,1,1,1,LowBuyer
0,45894.0,0,2,15,27,2,7,0,2,13,1,1,0,3,5,0,0,0,0,0,0,0,24364800000000000,49,51,1,2,1,1,LowBuyer
2,78579.0,0,0,35,816,66,549,216,66,99,1,5,6,4,3,0,0,0,0,0,0,1,61689600000000000,53,1812,0,0,0,2,HighBuyer
2,67369.0,0,1,81,1298,0,70,37,14,42,4,7,4,10,4,0,1,1,0,0,0,1,64713600000000000,54,1461,0,1,1,0,MidBuyer
1,58401.0,0,1,55,10,0,11,17,29,29,1,1,2,2,4,0,0,0,0,0,0,0,19872000000000000,63,96,0,1,1,1,LowBuyer
1,62307.0,0,1,94,87,13,34,10,6,10,1,4,0,4,5,0,0,0,0,0,0,0,25228800000000000,71,160,0,1,1,1,LowBuyer
2,43641.0,1,1,50,57,2,51,4,2,23,3,2,1,4,6,0,0,0,0,0,0,0,51235200000000000,54,139,1,2,1,1,LowBuyer
2,70091.0,1,0,11,964,34,137,15,0,11,2,5,2,10,8,0,1,0,0,0,0,0,53136000000000000,54,1161,1,1,1,0,MidBuyer
2,78075.0,0,0,72,572,8,259,34,35,80,1,3,5,5,1,0,0,0,0,0,0,0,18662400000000000,51,988,1,0,0,2,HighBuyer
1,54809.0,1,1,0,63,6,57,13,13,22,4,2,1,5,4,0,0,0,0,0,0,0,33868800000000000,46,174,1,2,1,1,LowBuyer
1,58113.0,0,1,66,221,104,169,102,78,84,3,9,2,8,7,0,0,0,0,0,1,0,58752000000000000,64,758,1,1,1,0,MidBuyer
2,51412.0,0,1,42,140,3,29,4,5,14,2,3,2,4,4,0,0,0,0,0,0,0,29376000000000000,65,195,1,1,1,1,LowBuyer
2,66636.0,0,0,64,291,10,689,84,10,0,1,3,4,9,1,0,0,0,0,0,0,0,41126400000000000,66,1084,1,0,0,2,HighBuyer
2,50965.0,0,1,87,544,13,85,8,6,29,3,10,4,5,8,1,0,0,0,0,0,0,56505600000000000,67,685,1,1,1,0,MidBuyer
1,18351.0,0,0,1,1,12,9,0,14,7,1,2,0,3,7,0,0,0,0,0,0,0,34819200000000000,33,43,1,0,0,1,LowBuyer
2,40451.0,0,2,54,35,0,4,0,0,10,1,1,1,2,5,1,0,0,0,0,0,0,25315200000000000,66,49,1,2,1,1,LowBuyer
1,36317.0,0,1,53,87,3,25,3,2,13,2,3,0,4,7,0,0,0,0,0,0,0,48643200000000000,58,133,1,1,1,1,LowBuyer
1,42213.0,0,1,96,309,3,24,4,3,20,2,5,1,7,7,0,1,0,0,0,0,0,31190400000000000,66,363,1,1,1,1,LowBuyer
1,65748.0,0,1,58,172,73,93,95,78,34,2,2,4,10,1,0,0,0,0,0,1,0,51840000000000000,68,545,1,1,1,0,MidBuyer
1,77044.0,0,1,12,625,38,242,50,34,76,2,7,11,11,4,1,0,0,0,0,0,0,34992000000000000,51,1065,1,1,1,0,MidBuyer
1,74918.0,0,0,78,972,59,913,25,19,59,1,5,9,6,3,0,0,1,0,0,0,0,31795200000000000,54,2047,1,0,0,2,HighBuyer
1,56721.0,1,1,64,157,6,39,6,13,75,5,4,1,5,6,0,0,0,0,0,0,0,66182400000000000,51,296,1,2,1,0,MidBuyer
1,42160.0,1,1,26,48,9,45,3,15,20,4,2,1,4,6,0,0,0,0,0,0,1,45446400000000000,48,140,0,2,1,1,LowBuyer
1,61559.0,0,1,8,279,83,88,32,14,34,1,4,2,10,3,0,0,0,0,0,0,0,43804800000000000,58,530,0,1,1,0,MidBuyer
2,33629.0,1,1,49,132,0,16,0,0,4,5,3,1,4,9,0,0,0,0,0,0,0,73440000000000000,60,152,1,2,1,1,LowBuyer
1,34377.0,0,1,55,62,0,22,3,1,26,2,2,2,2,7,0,0,0,0,0,0,0,59270400000000000,60,114,0,1,1,1,LowBuyer
0,8940.0,1,0,25,1,45,3,4,6,42,3,3,1,3,8,0,0,0,0,0,0,0,72230400000000000,37,101,0,1,1,1,LowBuyer
1,26228.0,1,0,50,2,6,4,3,1,9,1,1,0,2,8,0,0,0,0,0,0,0,38016000000000000,50,25,1,1,1,1,LowBuyer
0,77297.0,0,0,84,408,61,109,48,122,41,1,5,7,9,4,0,0,0,1,0,0,0,58665600000000000,66,789,0,0,0,2,HighBuyer
1,40211.0,1,1,30,51,1,7,2,1,25,2,2,1,2,8,1,0,0,0,0,0,0,42681600000000000,42,87,1,2,1,1,LowBuyer
2,33438.0,1,1,81,62,1,16,3,2,6,4,2,1,4,5,0,0,0,0,0,0,0,38016000000000000,65,90,0,2,1,1,LowBuyer
2,75032.0,0,1,74,952,12,180,47,12,12,2,5,4,9,3,0,0,0,0,0,0,0,50716800000000000,64,1215,1,1,1,0,MidBuyer
2,61284.0,0,0,76,618,15,106,20,7,45,1,11,2,8,6,0,1,0,0,0,0,0,31190400000000000,68,811,0,0,0,0,MidBuyer
1,22518.0,1,0,36,11,7,12,2,2,27,2,2,1,2,5,1,0,0,0,0,0,1,66960000000000000,37,61,1,1,1,1,LowBuyer
2,54730.0,0,1,64,318,3,17,4,7,56,5,4,1,8,4,0,0,0,0,0,0,0,41299200000000000,48,405,1,1,1,0,MidBuyer
2,38452.0,1,1,62,56,0,14,0,0,2,3,3,0,3,7,0,0,0,0,0,0,0,21686400000000000,68,72,1,2,1,1,LowBuyer
1,44421.0,1,1,53,110,5,59,7,1,7,5,5,0,4,8,0,0,0,0,0,0,0,56937600000000000,52,189,0,2,1,1,LowBuyer
2,38197.0,1,0,86,23,0,11,2,1,3,1,1,0,3,5,0,0,0,0,0,0,0,45360000000000000,37,40,1,1,1,1,LowBuyer
1,41986.0,0,1,15,27,5,8,8,3,12,3,3,0,4,4,0,0,0,0,0,0,0,8208000000000000,45,63,0,1,1,1,LowBuyer
1,28427.0,1,0,67,18,3,19,3,3,6,2,2,0,3,8,0,0,0,0,0,0,0,54000000000000000,40,52,1,1,1,1,LowBuyer
2,37395.0,1,0,47,18,0,9,0,1,11,1,1,0,3,6,0,0,0,0,0,0,0,26265600000000000,47,39,1,1,1,1,LowBuyer
1,64722.0,1,0,47,303,0,280,60,147,15,4,8,2,11,6,0,0,0,0,0,0,0,16761600000000000,52,805,1,1,1,0,MidBuyer
2,55249.0,0,1,81,97,1,19,2,0,11,1,2,1,4,3,0,0,0,0,0,0,0,20131200000000000,67,130,1,1,1,1,LowBuyer
1,84906.0,0,0,98,997,15,414,99,30,76,1,5,6,12,2,0,1,1,0,1,0,0,52272000000000000,51,1631,1,0,0,2,HighBuyer
1,44213.0,1,1,48,95,11,35,0,4,7,4,2,1,5,6,0,0,0,0,0,0,0,32140800000000000,71,152,0,2,1,1,LowBuyer
0,25707.0,1,0,18,1,6,2,3,6,3,1,1,0,3,7,0,0,0,0,0,0,0,27820800000000000,39,21,0,1,1,1,LowBuyer
2,59062.0,2,1,74,46,1,12,3,0,9,2,2,0,3,4,0,0,0,0,0,0,0,54950400000000000,56,71,1,3,1,1,LowBuyer
2,66000.0,0,0,36,244,51,270,101,0,45,1,1,3,5,1,0,0,0,0,0,0,0,19872000000000000,76,711,1,0,0,2,HighBuyer
2,27683.0,1,0,90,152,9,121,12,12,45,4,6,2,4,8,0,0,0,0,0,0,0,83980800000000000,45,351,1,1,1,1,LowBuyer
